label	topic_id	annotator1	annotator2	annotator3	annotator4	annotator5	annotator6	annotator7	annotator8	annotator9	annotator10
cooling tower	138.0	1	2	0.0	2.0	1.0	3.0	1.0	1.0	1.0	
soil	138.0	1	1	2.0	0.0	1.0	0.0	3.0	1.0		
wind	138.0	2	1	2.0	0.0	1.0					
thermal mass	138.0	2	1	1.0	1.0	1.0	1.0				
heat pump	138.0	2	1	3.0	2.0	1.0					
growing season	138.0	2	2	2.0	3.0	1.0	1.0	2.0	3.0		
water vapor	138.0	1	1	2.0	1.0	1.0	2.0				
heat exchanger	138.0	1	2	1.0	1.0	1.0	0.0				
nitrogen	138.0	1	1	1.0	0.0	0.0					
humidity	138.0	2	2	2.0	2.0	3.0					
subtropics	138.0	2	2	1.0	2.0	2.0					
evaporation	138.0	2	1	2.0	1.0						
water	138.0	2	1	1.0	2.0	3.0	2.0	2.0			
the blackstone group	139.0	2	1	1.0	2.0	1.0					
holding company	139.0	2	2	3.0	2.0	2.0	3.0	1.0			
privately held company	139.0	1	2	2.0	2.0	2.0	1.0	1.0			
investment	139.0	2	3	1.0	1.0	2.0	3.0	2.0			
parent company	139.0	3	2	2.0	1.0	1.0	1.0	2.0	1.0	1.0	
buyout	139.0	0	2	0.0	2.0	0.0	1.0				
bain capital	139.0	2	1	1.0	3.0	1.0	0.0	1.0			
corporation	139.0	2	1	1.0	1.0	1.0					
public company	139.0	1	3	2.0	3.0	2.0	3.0				
chief executive officer	139.0	1	1	1.0							
financial services	139.0	2	1	3.0							
ripplewood holdings	139.0	0	1	2.0	1.0						
goldman sachs	139.0	2	2	2.0	1.0	1.0	0.0				
apollo global management	139.0	2	0	2.0	1.0	1.0	1.0	1.0			
business	139.0	3	2	1.0	2.0	2.0	2.0	1.0			
cvc capital partners	139.0	1	1	1.0	2.0	1.0	2.0				
initial public offering	139.0	3	0	1.0	2.0	1.0	1.0				
joint venture	139.0	3	1	1.0	1.0	2.0	0.0	1.0	1.0	0.0	
subsidiary	139.0	2	2	0.0	3.0	1.0	1.0				
steeplechase	140.0	0	0	1.0	2.0	1.0					
criterium	140.0	1	0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
team time trial	140.0	0	0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	
individual time trial	140.0	1	1	2.0	1.0	0.0	1.0	1.0	3.0	0.0	
his last race	140.0	1	1	1.0							
unisa-australia	140.0	0	1	0.0	0.0	0.0	0.0				
jockey	140.0	0	0	3.0	0.0	0.0	2.0	3.0	0.0		
racing	140.0	3	1	2.0	2.0	1.0	2.0				
time trial	140.0	0	2	1.0	0.0	0.0	1.0				
flat racing	140.0	2	2	3.0	1.0	1.0	0.0				
motocross	140.0	1	2	1.0	1.0	0.0	1.0				
racer	140.0	3	2	3.0	2.0	3.0	2.0	2.0	2.0		
velodrome	140.0	1	0	1.0	1.0	2.0	0.0				
grand national	140.0	2	2	0.0	0.0	1.0					
bradley wiggins	140.0	1	2	1.0	1.0	1.0	0.0	0.0			
race track	140.0	2	1	2.0	2.0	2.0					
washington park handicap	140.0	1	2	3.0	3.0	1.0					
patrick sercu	140.0	0	2	0.0							
vuelta a españa	140.0	0	2	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
gender	141.0	3	2	1.0	0.0	0.0					
a woman	141.0	3	1	2.0							
sex	141.0	1	3	1.0	0.0	1.0	2.0	1.0	2.0	1.0	3.0
girl	141.0	0	3	1.0	2.0	0.0	1.0	0.0			
transsexual	141.0	3	1	2.0	2.0	1.0	1.0				
sexual intercourse	141.0	3	1	2.0	2.0	2.0	3.0	1.0	2.0		
gender role	141.0	1	2	1.0	3.0	3.0	1.0				
mother	141.0	1	0	3.0	0.0	0.0	2.0				
female	141.0	2	1	1.0	2.0	0.0	1.0	2.0			
premarital sex	141.0	3	2	2.0	3.0	1.0	3.0				
marriage	141.0	2	1	1.0							
infidelity	141.0	2	1	1.0	1.0	2.0	2.0	2.0	1.0		
homosexuality	141.0	1	3	2.0	0.0	3.0	1.0				
transgender	141.0	1	2	1.0	2.0	1.0	1.0	1.0	3.0		
woman	141.0	2	2	2.0	1.0						
bisexuality	141.0	3	1	1.0	1.0	2.0	2.0	0.0			
anal sex	141.0	2	2	1.0	2.0	2.0					
incest	141.0	0	0	1.0	1.0	0.0	3.0	1.0			
lesbian	141.0	1	0	2.0	2.0	3.0					
urban area	142.0	3	2	1.0	1.0	3.0	1.0				
central business district	142.0	2	3	1.0	0.0	2.0	2.0				
residential area	142.0	1	1	1.0	3.0	2.0	1.0	1.0	3.0	1.0	
residential community	142.0	2	3	1.0	3.0	1.0	2.0	3.0			
downtown	142.0	2	1	2.0	1.0	3.0	0.0				
downtown cleveland	142.0	2	2	2.0	1.0	2.0	2.0	0.0			
park	142.0	2	2	1.0	2.0	1.0	1.0				
on the west side	142.0	0	0	0.0	0.0	2.0					
county seat	142.0	1	1	3.0	1.0	2.0					
city	142.0	2	2	1.0	3.0	2.0					
village	142.0	1	2	0.0	1.0	2.0	1.0	1.0			
suburb	142.0	0	0	2.0	3.0	3.0					
district	142.0	2	2	3.0	2.0	2.0	2.0	2.0	1.0	1.0	
commercial district	142.0	2	2	1.0	1.0	1.0	2.0				
county	142.0	2	3	1.0	1.0	1.0	2.0	2.0			
u.s. route 11	142.0	1	0	2.0	0.0	2.0	2.0				
city limits	142.0	2	2	1.0							
town	142.0	1	0	2.0	3.0	0.0					
the downtown	142.0	2	2	1.0	1.0	0.0	2.0	0.0			
atherosclerosis	143.0	1	2	2.0	0.0	0.0	1.0	0.0			
myocardial infarction	143.0	2	1	1.0	2.0	3.0	1.0	1.0	1.0	1.0	
pulmonary artery	143.0	3	2	2.0	3.0	1.0	3.0	1.0	3.0		
ascending aorta	143.0	0	3	3.0	2.0						
aneurysm	143.0	3	2	3.0	0.0	3.0					
blood vessel	143.0	2	3	1.0	2.0	3.0	2.0	1.0	3.0		
atrial septal defect	143.0	1	2	2.0	0.0	0.0	1.0	0.0			
aortic stenosis	143.0	2	2	3.0	1.0	3.0	3.0	3.0			
angioplasty	143.0	3	2	1.0	3.0	0.0	1.0	1.0			
stenosis	143.0	3	2	2.0	3.0	2.0	2.0	2.0	2.0		
subarachnoid hemorrhage	143.0	3	1	1.0	2.0	2.0	2.0	2.0	1.0		
aorta	143.0	3	2	2.0	3.0	3.0	2.0	2.0			
aortic valve	143.0	1	2	1.0	2.0	3.0	3.0	2.0			
artery	143.0	3	2	3.0	0.0	0.0					
thrombosis	143.0	2	1	3.0	2.0	2.0	1.0				
aortic aneurysm	143.0	2	2	1.0	3.0						
atrial fibrillation	143.0	2	2	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0
aortic dissection	143.0	3	3	1.0	2.0	0.0	0.0				
ischemia	143.0	3	1	1.0	2.0	1.0	0.0	2.0	1.0	2.0	
chemotherapy	144.0	2	2	1.0							
endometrial cancer	144.0	0	2	1.0							
radiation therapy	144.0	2	3	3.0	1.0	2.0	3.0	2.0			
carcinoma	144.0	3	2	3.0	2.0						
metastasis	144.0	1	1	3.0	2.0	3.0	0.0	3.0	0.0		
prostate	144.0	1	3	1.0	2.0	1.0	2.0	3.0	2.0		
prostate cancer	144.0	3	2	2.0	1.0	1.0	1.0	1.0			
renal cell carcinoma	144.0	1	2	1.0	1.0						
breast cancer	144.0	2	3	3.0	1.0	3.0	2.0	3.0	3.0	2.0	
cancer	144.0	3	3	2.0	0.0	3.0	0.0				
neuroblastoma	144.0	2	1	2.0	2.0	0.0	2.0	2.0			
ovarian cancer	144.0	1	0	0.0	2.0	1.0	3.0	3.0			
hepatocellular carcinoma	144.0	0	2	0.0	1.0	1.0					
colorectal cancer	144.0	3	2	1.0	2.0	3.0					
sarcoma	144.0	2	0	3.0	1.0	1.0					
melanoma	144.0	3	1	2.0	3.0	3.0	3.0	3.0	1.0	3.0	
adenocarcinoma	144.0	3	2	1.0	2.0	1.0	0.0	1.0	1.0		
lymphoma	144.0	2	3	3.0	2.0	3.0					
pancreatic cancer	144.0	3	2	2.0	2.0	1.0	1.0	1.0	1.0	2.0	3.0
inflammation	145.0	3	1	2.0	3.0	2.0	1.0	3.0	2.0	1.0	
chronic obstructive pulmonary disease	145.0	2	2	2.0	1.0	3.0	2.0	3.0	1.0	1.0	2.0
rheumatoid arthritis	145.0	3	0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	
bronchiectasis	145.0	2	1	2.0	0.0	3.0	0.0				
hypertension	145.0	1	2	2.0	1.0	1.0	1.0	0.0			
sepsis	145.0	1	2	2.0	2.0						
sarcoidosis	145.0	0	2	1.0	2.0	2.0	0.0				
pulmonary hypertension	145.0	2	0	0.0	2.0	3.0					
sinusitis	145.0	0	1	1.0	1.0	2.0	1.0	1.0	2.0	1.0	
infection	145.0	3	2	1.0	2.0						
ulcerative colitis	145.0	1	2	1.0	0.0	2.0	2.0				
atherosclerosis	145.0	1	1	1.0	2.0	1.0	2.0				
asthma	145.0	3	2	2.0	3.0	3.0	3.0	3.0			
pancreatitis	145.0	1	1	1.0	1.0	0.0	1.0	1.0	0.0	2.0	1.0
cirrhosis	145.0	3	1	1.0	2.0	0.0					
respiratory tract	145.0	3	1	1.0	3.0	2.0	1.0	2.0			
pneumonia	145.0	0	0	2.0	1.0	0.0	3.0	2.0	0.0		
myocardial infarction	145.0	0	0	1.0	3.0	1.0					
cough	145.0	2	2	2.0	3.0	1.0	2.0	3.0			
t cell	146.0	3	3	0.0	2.0	2.0	3.0	3.0			
cd4	146.0	1	1	1.0	1.0	0.0	0.0				
autoimmunity	146.0	2	1	1.0	2.0						
b cell	146.0	2	1	1.0	1.0	2.0	2.0	1.0	3.0		
tyrosine kinase	146.0	1	1	2.0	0.0	0.0	1.0				
antibody	146.0	0	0	3.0	0.0	2.0	0.0				
nf-κb	146.0	0	2	1.0	0.0	1.0	0.0				
mast cell	146.0	3	1	3.0	2.0	3.0	2.0	3.0	2.0	3.0	
microglia	146.0	1	1	2.0	0.0	1.0	1.0	1.0			
immune system	146.0	2	3	3.0	2.0	1.0	3.0	2.0			
lymphocyte	146.0	2	3	1.0	1.0	2.0	2.0				
interferon	146.0	2	2	1.0	1.0	2.0	2.0	2.0			
toll-like receptor	146.0	0	2	1.0	2.0	0.0	1.0	0.0			
macrophage	146.0	1	1	1.0	3.0	1.0	2.0	2.0	2.0		
dendritic cell	146.0	2	2	1.0	1.0	0.0	1.0				
adaptive immune system	146.0	0	3	0.0	2.0	2.0					
innate immune system	146.0	2	3	3.0	2.0	2.0	2.0	2.0			
apoptosis	146.0	2	1	2.0	1.0	2.0	2.0				
cytokine	146.0	2	1	2.0	2.0	3.0	2.0	1.0	3.0		
protein kinase c	147.0	2	2	3.0	2.0	3.0	3.0	2.0	0.0		
dephosphorylation	147.0	2	1	1.0	1.0	1.0	1.0	2.0	1.0		
actin	147.0	1	1	2.0	0.0	1.0	2.0				
t cell	147.0	2	2	2.0	2.0	1.0	1.0	2.0	1.0		
transcription factor	147.0	1	1	1.0	0.0	1.0	1.0	1.0			
g protein	147.0	1	2	2.0	1.0	2.0	2.0				
wnt signaling pathway	147.0	2	3	2.0	2.0	1.0					
cell signaling	147.0	2	3	1.0	3.0	3.0	3.0	3.0	2.0	1.0	
reactive oxygen species	147.0	0	0	2.0	1.0	2.0	2.0	1.0			
mitogen-activated protein kinase	147.0	0	2	0.0	2.0	2.0					
nf-κb	147.0	0	2	3.0	0.0	0.0	0.0	0.0	2.0	1.0	
signal transduction	147.0	2	3	0.0	2.0	3.0	3.0	1.0	1.0		
gene expression	147.0	2	0	1.0	2.0	1.0	0.0	1.0	0.0	2.0	
tyrosine kinase	147.0	1	1	3.0	2.0	2.0	2.0				
kinase	147.0	1	1	1.0	3.0	3.0	3.0	2.0			
apoptosis	147.0	1	1	1.0	1.0	1.0	1.0				
protein kinase	147.0	1	2	3.0	1.0	3.0	3.0				
tyrosine phosphorylation	147.0	1	1	2.0	1.0	1.0	1.0				
phosphorylation	147.0	0	2	0.0	2.0	3.0	2.0				
anemia	148.0	3	1	2.0	1.0	3.0					
cholesterol	148.0	0	1	1.0	2.0						
bile acid	148.0	0	0	1.0	2.0	3.0					
pulmonary hypertension	148.0	1	0	0.0	2.0	1.0	2.0				
kidney	148.0	0	1	3.0	1.0	0.0	1.0	1.0	2.0		
liver disease	148.0	2	2	1.0	2.0	2.0	3.0				
colorectal cancer	148.0	1	0	1.0	1.0	1.0	2.0	1.0			
inflammation	148.0	1	1	1.0	1.0	2.0	3.0				
cholangiocarcinoma	148.0	1	1	2.0							
atherosclerosis	148.0	0	3	1.0	1.0	1.0	0.0	2.0			
liver	148.0	3	3	3.0	3.0	2.0	3.0				
sarcoidosis	148.0	1	2	3.0	1.0						
thyroid	148.0	1	1	2.0	2.0						
pancreatitis	148.0	1	3	2.0	2.0	3.0	3.0				
cirrhosis	148.0	0	2	1.0	3.0	2.0	2.0	1.0			
jaundice	148.0	3	2	2.0	3.0	1.0	3.0				
hepatitis	148.0	3	2	2.0	1.0						
pancreas	148.0	2	1	2.0	2.0	2.0	1.0				
hepatocellular carcinoma	148.0	2	1	3.0	1.0	3.0	2.0	3.0	1.0		
hiv/aids	149.0	1	3	3.0	3.0	2.0	3.0	2.0	3.0		
hepatitis c	149.0	2	2	1.0	2.0	1.0	0.0				
immune system	149.0	1	1	2.0	2.0	1.0	1.0				
herpes simplex virus	149.0	1	2	1.0	0.0	2.0					
hepatitis a	149.0	0	1	3.0	0.0	2.0	0.0				
poliovirus	149.0	2	1	3.0	2.0	1.0					
hepatitis c virus	149.0	3	1	2.0	3.0	2.0	1.0				
hepatitis	149.0	1	3	1.0	1.0	3.0	1.0				
influenza	149.0	1	0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	
immunodeficiency	149.0	1	1	0.0	3.0	3.0	3.0	3.0	2.0		
virus	149.0	3	3	2.0	3.0	2.0	3.0	3.0	2.0	1.0	
herpes simplex	149.0	2	2	0.0	0.0	0.0	1.0				
vaccine	149.0	2	2	1.0	1.0	2.0	2.0				
human papillomavirus	149.0	0	0	1.0							
hepatitis b	149.0	2	3	2.0	2.0	3.0	3.0	3.0			
hiv	149.0	3	3	3.0							
pathogen	149.0	1	1	3.0	0.0	2.0	0.0				
retrovirus	149.0	1	1	1.0	2.0	2.0	1.0	2.0	3.0	2.0	
infection	149.0	3	1	2.0	1.0	2.0	2.0	2.0			
serotonin	150.0	0	2	1.0	1.0	0.0	1.0	2.0			
estrogen receptor	150.0	3	2	1.0	1.0	3.0	3.0	3.0	3.0	1.0	
hypothyroidism	150.0	2	0	0.0	1.0	3.0	2.0	2.0			
luteinizing hormone	150.0	2	2	2.0	2.0						
estradiol	150.0	1	1	2.0	2.0	2.0					
hormone	150.0	3	2	3.0	2.0	3.0	2.0	3.0	2.0	2.0	
testosterone	150.0	3	2	3.0	2.0	3.0	3.0	1.0	3.0	2.0	
prolactin	150.0	2	2	2.0	3.0	2.0	1.0				
aldosterone	150.0	1	2	1.0	1.0	1.0	1.0	0.0			
hypothalamus	150.0	3	2	1.0	1.0	1.0	1.0				
thyroid hormone	150.0	1	3	2.0	3.0	0.0	3.0	0.0			
androgen	150.0	2	1	2.0	3.0	3.0	1.0	2.0	1.0		
progesterone	150.0	2	0	0.0	1.0	3.0	1.0				
adrenal gland	150.0	2	0	3.0	3.0	1.0	1.0				
estrogen	150.0	3	0	2.0	3.0	3.0	2.0				
cortisol	150.0	1	1	3.0	2.0	2.0	2.0	3.0			
dihydrotestosterone	150.0	1	1	2.0	3.0	2.0	2.0	1.0	2.0		
glucocorticoid	150.0	0	2	0.0	3.0	1.0					
androgen receptor	150.0	0	2	2.0							
glutamate receptor	151.0	2	2	2.0	1.0	1.0	3.0				
cholinergic	151.0	1	1	0.0	1.0	3.0					
synaptic plasticity	151.0	0	1	2.0	0.0	1.0	0.0				
microglia	151.0	1	1	0.0	1.0						
neuron	151.0	3	2	1.0	2.0	3.0	2.0				
reuptake	151.0	3	0	2.0	1.0	1.0	1.0	0.0	1.0		
endocannabinoid system	151.0	2	1	0.0	2.0	1.0	0.0	1.0	2.0		
norepinephrine	151.0	0	0	1.0	2.0	1.0					
dopamine	151.0	3	3	2.0	1.0	3.0	3.0				
neurotransmitter	151.0	2	2	2.0	2.0	0.0	3.0				
gabaa receptor	151.0	2	3	1.0	2.0	2.0	3.0	2.0			
long-term potentiation	151.0	1	0	2.0	1.0						
glutamatergic	151.0	1	3	0.0	0.0	2.0	1.0	3.0			
serotonin	151.0	2	1	1.0	1.0	1.0					
acetylcholine	151.0	2	1	3.0	0.0	2.0					
brain-derived neurotrophic factor	151.0	2	2	2.0	2.0	3.0	1.0	1.0			
dopaminergic	151.0	1	3	2.0	2.0	2.0					
nmda receptor	151.0	1	2	2.0	3.0	3.0	2.0				
serotonergic	151.0	0	1	1.0	2.0	1.0	1.0				
vaccine	152.0	3	2	2.0	3.0						
human papillomavirus	152.0	2	1	3.0	1.0	3.0	3.0				
vaccinia	152.0	0	3	0.0	0.0	3.0	3.0				
japanese encephalitis	152.0	0	1	1.0	2.0	0.0	1.0	0.0			
poliovirus	152.0	2	2	1.0	1.0	2.0	1.0	2.0			
rabies	152.0	1	2	0.0	1.0	1.0	3.0	0.0			
pathogen	152.0	1	2	2.0	1.0	2.0	0.0	0.0			
influenza a virus	152.0	3	3	3.0	3.0						
virus	152.0	2	2	2.0	3.0	3.0	3.0				
hiv	152.0	0	0	2.0	0.0	2.0	0.0				
influenza	152.0	3	3	2.0	3.0	2.0	3.0	3.0			
immune system	152.0	2	3	2.0	1.0	1.0					
herpes simplex virus	152.0	1	2	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0
infection	152.0	2	3	2.0	2.0	3.0	3.0	1.0			
vaccination	152.0	2	2	0.0	1.0						
influenza vaccine	152.0	1	3	3.0	2.0	3.0	2.0				
herpes simplex	152.0	1	3	2.0	0.0	0.0					
hepatitis b	152.0	1	2	1.0	2.0	0.0	0.0				
measles	152.0	2	2	1.0	2.0	0.0	0.0	1.0	2.0	3.0	
aphasia	153.0	2	1	0.0	1.0	3.0	1.0				
bipolar disorder	153.0	2	3	2.0	1.0	2.0	3.0	1.0			
psychosis	153.0	1	2	2.0	1.0	1.0	1.0	2.0	2.0		
epilepsy	153.0	1	1	1.0	2.0	3.0	2.0	1.0	1.0		
fibromyalgia	153.0	1	2	2.0	3.0	1.0	1.0	2.0			
attention deficit hyperactivity disorder	153.0	2	1	2.0	2.0	3.0	3.0				
traumatic brain injury	153.0	1	2	2.0	3.0	3.0	2.0	1.0	2.0		
multiple sclerosis	153.0	2	3	1.0	2.0						
dementia	153.0	3	2	2.0	3.0	2.0	2.0	0.0	1.0	1.0	
autism	153.0	2	2	3.0	2.0	1.0	1.0	2.0			
brain damage	153.0	3	2	3.0	3.0	2.0	1.0	1.0			
major depressive disorder	153.0	2	1	3.0	3.0	2.0					
ataxia	153.0	2	1	2.0	1.0	2.0					
amyotrophic lateral sclerosis	153.0	1	1	1.0	3.0	1.0	2.0				
neurodegeneration	153.0	1	3	1.0	2.0	1.0					
schizophrenia	153.0	3	2	2.0	0.0	3.0	3.0	3.0			
vascular dementia	153.0	2	2	3.0	2.0						
neurological disorder	153.0	3	3	2.0	3.0	2.0	3.0	3.0	3.0	2.0	
autism spectrum	153.0	1	2	1.0	2.0	1.0	1.0	0.0	3.0		
thrombosis	154.0	2	1	1.0	1.0	2.0	1.0				
hypertension	154.0	2	2	2.0	1.0	2.0	2.0	3.0	1.0	2.0	
diabetes mellitus	154.0	2	3	1.0	1.0	1.0	2.0				
cirrhosis	154.0	1	2	1.0	2.0	2.0	1.0	0.0			
liver	154.0	0	1	2.0	3.0						
myocardial infarction	154.0	1	0	1.0	1.0	1.0					
renal failure	154.0	2	1	2.0	2.0	1.0	1.0	1.0			
anemia	154.0	2	2	2.0	1.0	2.0	2.0				
hypothyroidism	154.0	1	1	1.0	3.0	3.0					
pancreatitis	154.0	2	1	2.0	1.0						
ischemia	154.0	2	1	3.0	2.0						
pulmonary hypertension	154.0	1	1	3.0	0.0	3.0	3.0	3.0			
sepsis	154.0	0	1	1.0	1.0	0.0	3.0	1.0	2.0	0.0	
atherosclerosis	154.0	1	2	2.0	2.0	1.0	2.0	1.0			
nephrotic syndrome	154.0	2	3	1.0	2.0	3.0	2.0	2.0	2.0		
chronic kidney disease	154.0	3	2	3.0	3.0	3.0					
osteoporosis	154.0	0	1	1.0	2.0	0.0	3.0	0.0	2.0		
kidney	154.0	3	2	2.0	3.0	2.0	1.0	2.0			
hepatorenal syndrome	154.0	1	2	1.0	3.0	2.0	2.0	2.0	2.0	2.0	
pseudomonas aeruginosa	155.0	1	2	1.0	2.0	2.0	1.0	1.0	1.0	1.0	
streptococcus pneumoniae	155.0	1	2	2.0	2.0						
streptococcus	155.0	3	3	2.0	3.0	3.0	2.0	1.0			
bacteremia	155.0	0	2	0.0	2.0	0.0	0.0				
infection	155.0	0	3	3.0							
bacteria	155.0	2	2	3.0	0.0	1.0					
staphylococcus aureus	155.0	3	2	3.0							
pathogen	155.0	1	2	2.0	2.0	2.0					
escherichia coli	155.0	1	2	1.0	0.0	1.0	3.0	1.0	1.0		
mycobacterium tuberculosis	155.0	1	1	2.0	1.0	1.0	1.0	1.0			
salmonella	155.0	1	2	2.0	2.0	2.0	2.0	3.0	1.0		
antibiotics	155.0	3	3	1.0	3.0	1.0					
pathogenic bacteria	155.0	3	3	2.0	1.0	2.0	2.0	3.0			
haemophilus influenzae	155.0	1	1	1.0	0.0	2.0	1.0				
vancomycin	155.0	1	2	2.0	2.0	1.0	1.0	2.0	2.0		
immune system	155.0	1	2	1.0	2.0	1.0					
listeria monocytogenes	155.0	2	1	2.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0
antimicrobial	155.0	1	2	2.0	1.0	2.0	2.0	3.0			
helicobacter pylori	155.0	1	1	1.0	2.0	0.0	1.0				
hypoglycemia	156.0	2	3	1.0	2.0	2.0	2.0	2.0			
diabetes mellitus type 2	156.0	1	2	2.0	2.0	1.0	1.0	2.0			
leptin	156.0	0	0	1.0	2.0	3.0	1.0				
diabetes mellitus	156.0	2	1	2.0	3.0	2.0	3.0	3.0			
fructose	156.0	1	1	0.0	2.0	1.0	3.0	2.0			
c-reactive protein	156.0	1	2	1.0	2.0	0.0	1.0				
insulin (medication)	156.0	3	3	3.0	3.0	2.0	3.0	3.0			
blood sugar	156.0	2	2	3.0	3.0	3.0	3.0	1.0			
hyperlipidemia	156.0	2	3	1.0	1.0	1.0	2.0	0.0			
metabolism	156.0	2	2	1.0	1.0	0.0	2.0	2.0	1.0		
lipid	156.0	1	2	2.0	3.0						
high-density lipoprotein	156.0	1	2	1.0	2.0	1.0	2.0	2.0	1.0	1.0	
hyperglycemia	156.0	1	3	2.0	2.0	1.0	3.0				
insulin resistance	156.0	2	1	2.0	3.0	3.0	3.0	2.0	1.0		
hypertension	156.0	1	1	1.0	2.0	2.0	2.0	1.0			
atherosclerosis	156.0	0	3	0.0	1.0	0.0	0.0				
cholesterol	156.0	1	0	3.0	0.0	2.0	2.0				
hypercholesterolemia	156.0	1	2	1.0	1.0	2.0	2.0	3.0			
metabolic syndrome	156.0	2	2	2.0	1.0	1.0	2.0				
extracellular matrix	157.0	1	1	2.0	1.0	2.0	2.0				
nf-κb	157.0	3	0	1.0	2.0	0.0	0.0	0.0			
apoptosis	157.0	1	1	2.0	1.0						
angiogenesis	157.0	1	1	2.0	1.0	1.0	1.0	1.0			
t cell	157.0	3	2	2.0	3.0	2.0	1.0	1.0	2.0	1.0	
interleukin 6	157.0	0	2	1.0	1.0	0.0	1.0	0.0	1.0		
immune system	157.0	2	2	2.0	2.0	1.0	2.0				
glucocorticoid	157.0	0	0	0.0	0.0	2.0	0.0				
reactive oxygen species	157.0	0	0	2.0	2.0	1.0	0.0	3.0			
signal transduction	157.0	2	1	0.0	0.0	0.0	0.0				
inflammation	157.0	3	1	2.0	2.0	3.0	2.0	2.0			
endothelium	157.0	3	1	2.0	2.0	2.0					
mast cell	157.0	2	1	2.0	2.0	1.0	2.0				
oxidative stress	157.0	2	1	1.0	2.0	0.0	2.0	2.0	0.0		
microglia	157.0	1	2	1.0	2.0	2.0	1.0	3.0			
tumor microenvironment	157.0	3	1	1.0	3.0	3.0	1.0				
cytokine	157.0	0	2	2.0	3.0	2.0	1.0				
e-selectin	157.0	3	2	0.0	2.0						
macrophage	157.0	2	1	1.0	1.0	1.0	2.0				
schizoaffective disorder	158.0	2	2	3.0							
dementia	158.0	1	2	2.0	2.0	2.0	1.0	3.0	1.0	1.0	
psychosis	158.0	1	1	3.0	3.0	3.0	3.0				
social anxiety disorder	158.0	3	1	1.0	2.0	3.0	3.0	2.0			
mental disorder	158.0	3	3	3.0	2.0	3.0	3.0				
anxiety disorder	158.0	0	2	1.0	3.0	0.0	2.0	2.0	0.0		
panic disorder	158.0	3	1	2.0	3.0	0.0	2.0				
dysthymia	158.0	1	2	1.0	2.0	0.0	2.0	0.0			
schizophrenia	158.0	0	3	0.0	1.0	1.0	0.0				
insomnia	158.0	1	2	1.0	1.0	1.0	3.0	1.0	1.0		
borderline personality disorder	158.0	3	1	2.0	2.0	3.0	1.0				
posttraumatic stress disorder	158.0	1	2	1.0	3.0	3.0	1.0	2.0	3.0	3.0	
attention deficit hyperactivity disorder	158.0	1	1	3.0	2.0	1.0	2.0	1.0	1.0		
fibromyalgia	158.0	2	2	1.0	1.0	2.0	2.0	1.0			
generalized anxiety disorder	158.0	2	1	2.0	3.0	1.0	2.0	1.0			
major depressive disorder	158.0	1	2	2.0	3.0	3.0	0.0	0.0			
bipolar disorder	158.0	3	2	1.0	3.0	3.0	3.0				
chronic pain	158.0	0	0	3.0	3.0	0.0	3.0	3.0	0.0		
mood disorder	158.0	2	2	3.0	3.0	3.0					
implantation (human embryo)	159.0	0	0	2.0	0.0	3.0	0.0				
reproductive system	159.0	1	2	2.0	3.0	3.0	2.0	2.0	3.0		
uterus	159.0	3	3	2.0	2.0	3.0	2.0				
endometrium	159.0	2	2	2.0	1.0	1.0					
sexual reproduction	159.0	3	3	2.0	3.0	3.0	3.0	1.0			
oocyte	159.0	3	3	0.0	3.0	3.0					
ovarian follicle	159.0	2	1	2.0	2.0	3.0	2.0	1.0			
oogenesis	159.0	1	2	1.0	0.0	1.0	1.0				
ovary	159.0	2	3	1.0	0.0	2.0					
sperm	159.0	3	2	3.0	3.0						
blastocyst	159.0	2	3	2.0							
fertilisation	159.0	1	2	2.0	3.0	0.0	0.0				
ovulation	159.0	2	2	3.0	2.0	3.0					
spermatogenesis	159.0	2	3	2.0	3.0	0.0	2.0	2.0	2.0		
germ cell	159.0	0	1	1.0	3.0	3.0	0.0	1.0			
mammary gland	159.0	1	1	3.0	0.0	2.0	0.0	1.0	2.0		
zygote	159.0	2	1	2.0	3.0	3.0	3.0	1.0	2.0		
menstrual cycle	159.0	0	0	0.0	3.0	1.0					
embryo	159.0	3	2	2.0	2.0	2.0	3.0	2.0	2.0		
aorta	160.0	3	2	3.0	0.0	2.0					
aortic stenosis	160.0	1	2	2.0	2.0	2.0					
myocardial infarction	160.0	0	2	3.0							
pulmonary artery	160.0	3	1	2.0	1.0						
pulmonary hypertension	160.0	0	1	2.0	1.0	0.0	1.0	0.0			
mitral valve	160.0	2	2	2.0	1.0	2.0	3.0	3.0	2.0		
atrial fibrillation	160.0	0	1	3.0	2.0						
aortic dissection	160.0	0	1	1.0	1.0	1.0					
ventricular fibrillation	160.0	3	2	2.0	2.0	3.0	3.0				
aortic valve	160.0	3	1	2.0	3.0	3.0	3.0	2.0	3.0	2.0	
ischemia	160.0	3	3	0.0	1.0	1.0	3.0	3.0			
heart failure	160.0	0	3	0.0	3.0	3.0	3.0				
